MUNICIPIO|Titulares|NUMERO DECLARACIONES|NUMERO HABITANTES|POSICIONAMIENTO RENTA BRUTA MEDIA NIVEL NACIONAL|POSICIONAMIENTO RENTA BRUTA MEDIA NIVEL AUTONOMICO|RENTA BRUTA MEDIA|RENTA DISPONIBLE MEDIA
 Navalvillar de Pela|2.634|1.991|4.714|2.506|77|14.645|13.002
 Valdelacalzada|1.415|1.132|2.752|2.511|78|14.622|12.909
 Guadiana del Caudillo|1.377|1.053|2.519|2.526|80|14.544|13.025
 Medellín|1.367|1.088|2.321|2.528|81|14.540|12.901
 Medina de las Torres|671|480|1.287|2.536|82|14.522|13.092
 Bienvenida|1.185|892|2.254|2.549|83|14.470|12.925
 Garrovilla, La|1.182|897|2.434|2.551|84|14.457|12.897
 Villanueva del Fresno|1.186|892|3.538|2.554|85|14.454|12.800
 Mirandilla|677|508|1.357|2.575|88|14.368|12.770
 Villagonzalo|686|531|1.290|2.577|90|14.360|12.902
 Torre de Miguel Sesmero|645|516|1.274|2.579|91|14.354|12.730
 Ribera del Fresno|1.797|1.357|3.496|2.580|92|14.349|12.850
 Quintana de la Serena|2.549|1.899|4.894|2.581|93|14.343|12.713
 Bodonal de la Sierra|573|411|1.093|2.582|94|14.336|12.848
 Salvaleón|892|678|1.916|2.590|95|14.312|12.964
 Oliva de la Frontera|2.797|2.167|5.461|2.592|96|14.302|12.810
 Valverde de Leganés|1.882|1.461|4.193|2.598|99|14.283|12.683
 Castilblanco|616|462|1.094|2.607|100|14.268|12.944
 Alange|1.037|794|1.946|2.611|101|14.257|12.723
 Albuera, La|891|727|2.029|2.619|102|14.219|12.524
 Roca de la Sierra, La|748|577|1.514|2.635|103|14.166|12.621
 Almendral|619|492|1.312|2.645|104|14.126|12.512
 Puebla de Alcocer|649|499|1.249|2.686|108|13.917|12.520
 Casas de Don Pedro|764|555|1.559|2.699|110|13.884|12.518
 Alburquerque|2.616|2.069|5.524|2.706|113|13.856|12.298
 Zalamea de la Serena|2.138|1.599|3.797|2.711|114|13.826|12.433
 Corte de Peleas|499|380|1.301|2.712|115|13.824|12.291
 Valencia del Ventoso|1.112|774|2.115|2.721|117|13.776|12.488
 Lobón|1.569|1.199|2.840|2.727|119|13.735|12.367
 Monterrubio de la Serena|1.547|1.209|2.537|2.730|121|13.729|12.450
 Zarza, La|2.007|1.521|3.591|2.738|122|13.694|12.338
 Berlanga|1.455|1.121|2.456|2.739|123|13.693|12.175
 Hornachos|1.887|1.392|3.777|2.744|124|13.686|12.210
 Usagre|985|734|1.884|2.747|125|13.665|12.164
 Siruela|1.173|886|2.059|2.753|127|13.620|12.276
 Feria|690|495|1.230|2.778|130|13.483|12.278
 Segura de León|1.095|767|2.052|2.783|131|13.455|12.133
 Haba, La|679|508|1.296|2.788|133|13.415|12.074
 Pueblonuevo del Guadiana|1.214|970|2.056|2.791|134|13.400|12.060
 Campillo de Llerena|781|574|1.424|2.805|137|13.299|12.077
 Valdetorres|651|518|1.255|2.842|141|13.100|11.837
 Torremayor|498|383|1.041|2.847|142|13.061|11.732
 Calera de León|509|377|1.002|2.860|147|12.968|11.788
 Higuera de la Serena|546|420|1.001|2.865|148|12.933|11.678
 Valverde de Mérida|524|401|1.107|2.866|149|12.930|11.625
 Salvatierra de los Barros|891|666|1.721|2.869|150|12.926|11.612
 Fuentes de León|1.359|989|2.430|2.871|151|12.915|11.627
 Cabeza la Vaca|756|561|1.403|2.877|152|12.873|11.663
 Montemolín|623|475|1.467|2.893|156|12.691|11.532
 Villar del Rey|1.052|802|2.301|2.894|157|12.689|11.431
 Cheles|423|327|1.220|2.906|163|12.574|11.475
 Maguilla|527|415|1.010|2.922|167|12.382|11.358
 Nava de Santiago, La|561|413|1.015|2.926|168|12.278|11.211
 Codosera, La|808|617|2.221|2.932|170|12.227|11.056
 Puebla de Obando|858|636|1.913|2.935|171|12.175|11.100
 Valle de la Serena|676|518|1.332|2.938|172|12.170|11.187
 Esparragosa de la Serena|585|430|1.058|2.939|173|12.148|11.209
 Coronada, La|1.265|970|2.197|2.945|174|12.003|10.905
 Higuera de Vargas|936|714|2.028|2.953|176|11.744|10.789
 Fuenlabrada de los Montes|1.065|864|1.930|2.954|177|11.734|10.832
 Oliva de Mérida|843|644|1.795|2.958|178|11.361|10.606
 Parra, La|685|500|1.381|2.961|179|11.021|10.140
 Zahínos|1.938|1.478|2.864|2.964|180|10.420|9.613
 Agrupación municipios pequeños|16.366|12.533|31.447|-|-|13.162|11.937
 Cáceres|229.011|186.730|408.703|||18.643|15.873
 Almaraz|819|680|1.663|346|1|25.225|20.245
 Cáceres|59.934|50.982|95.855|419|3|24.627|20.214
 Navalmoral de la Mata|9.690|7.987|17.322|471|4|24.290|19.640
 Plasencia|22.925|19.032|40.892|903|6|21.601|17.972
 Sierra de Fuentes|1.102|868|2.043|1.391|10|19.147|16.410
 Malpartida de Cáceres|2.233|1.819|4.357|1.424|12|18.985|16.189
 Coria|6.777|5.520|12.921|1.560|15|18.335|15.598
 Trujillo|5.105|4.041|9.558|1.641|16|18.021|15.490
 Alcántara|791|654|1.571|1.693|17|17.788|15.247
 Malpartida de Plasencia|2.622|2.095|4.707|1.826|20|17.209|14.809
 Miajadas|5.663|4.484|10.012|1.890|23|16.934|14.765
 Jarandilla de la Vera|1.716|1.396|2.994|1.901|24|16.889|14.602
 Jaraíz de la Vera|3.869|3.237|6.515|1.950|28|16.730|14.438
 Valencia de Alcántara|2.804|2.179|5.786|2.026|33|16.498|14.462
 Casar de Cáceres|2.397|1.898|4.703|2.045|35|16.416|14.335
 Peraleda de la Mata|768|625|1.420|2.113|41|16.203|14.167
 Villanueva de la Vera|1.017|848|2.155|2.143|43|16.081|13.993
 Casatejada|735|594|1.439|2.154|44|16.039|14.032
 Hervás|2.253|1.781|4.180|2.217|46|15.764|13.756
 Cañaveral|573|451|1.136|2.260|49|15.554|13.838
 Moraleja|3.746|3.034|7.072|2.290|52|15.436|13.533
 Rosalejo|837|672|1.509|2.347|57|15.212|13.504
 Aldeanueva de la Vera|1.269|1.006|2.163|2.365|58|15.156|13.450
 Logrosán|1.070|876|2.119|2.368|59|15.142|13.371
 Galisteo|490|391|1.006|2.390|62|15.047|13.414
 Torreorgaz|893|664|1.710|2.422|65|14.950|13.236
 Losar de la Vera|1.607|1.383|2.846|2.442|66|14.897|13.178
 Arroyo de la Luz|3.613|2.786|6.101|2.496|74|14.717|13.093
 Montehermoso|3.144|2.468|5.855|2.500|76|14.700|13.029
 Guadalupe|1.201|955|2.021|2.522|79|14.553|13.038
 Brozas|1.065|839|1.969|2.565|86|14.411|12.809
 Talayuela|4.011|3.296|8.268|2.570|87|14.388|12.686
 Zorita|855|657|1.522|2.576|89|14.363|12.887
 Montánchez|1.054|849|1.839|2.596|97|14.292|12.766
 Caminomorisco|653|534|1.267|2.597|98|14.283|12.621
 Torrejoncillo|1.638|1.270|3.198|2.647|105|14.121|12.616
 Torrecillas de la Tiesa|547|436|1.151|2.669|106|13.996|12.484
 Madrigal de la Vera|828|688|1.751|2.677|107|13.960|12.317
 Cabezuela del Valle|1.479|1.209|2.341|2.698|109|13.884|12.547
 Carcaboso|596|483|1.122|2.702|111|13.865|12.392
 Valdefuentes|662|493|1.307|2.705|112|13.856|12.557
 Piornal|1.032|766|1.549|2.720|116|13.779|12.461
 Majadas|730|619|1.321|2.723|118|13.762|12.102
 Zarza de Granadilla|1.019|762|1.865|2.728|120|13.734|12.321
 Madrigalejo|975|763|1.862|2.749|126|13.650|12.313
 Madroñera|1.497|1.144|2.749|2.757|128|13.583|12.118
 Cañamero|1.016|790|1.732|2.766|129|13.555|12.092
 Serradilla|925|740|1.624|2.785|132|13.450|12.150
 Alcuéscar|1.210|968|2.809|2.792|135|13.398|12.038
 Casar de Palomero|634|517|1.285|2.803|136|13.310|12.221
 Garrovillas de Alconétar|1.045|802|2.226|2.814|138|13.247|12.105
 Cilleros|998|782|1.752|2.822|139|13.208|12.006
 Pesga, La|627|502|1.138|2.837|140|13.125|11.963
 Pinofranqueado|870|686|1.760|2.849|143|13.036|11.764
 Castañar de Ibor|702|575|1.139|2.851|144|13.018|11.742
 Jerte|783|615|1.289|2.852|145|13.015|11.725
 Monroy|415|326|1.053|2.854|146|12.999|11.606
 Tornavacas|766|601|1.164|2.881|153|12.843|11.784
 Navas del Madroño|758|564|1.377|2.884|154|12.823|11.603
 Valverde del Fresno|1.319|1.072|2.441|2.888|155|12.796|11.493
 Zarza la Mayor|680|554|1.372|2.895|158|12.681|11.485
 Navaconcejo|1.379|1.122|2.001|2.897|159|12.636|11.584
 Aliseda|1.161|891|1.984|2.900|160|12.620|11.481
 Riolobos|758|590|1.310|2.901|161|12.601|11.488
 Guijo de Galisteo|882|685|1.601|2.905|162|12.581|11.510
 Nuñomoral|619|506|1.393|2.907|164|12.567|11.409
 Almoharín|1.075|865|1.943|2.908|165|12.558|11.401
 Gata|857|671|1.618|2.920|166|12.437|11.350
 Ceclavín|985|749|1.957|2.928|169|12.255|11.292
 Ahigal|905|718|1.454|2.946|175|11.994|11.115
 Agrupación municipios pequeños|37.338|29.625|70.569|-|-|13.598|12.286
 Galicia|1.483.648|1.259.295|2.748.695|||21.600|17.971
 Coruña, A|637.616|540.329|1.132.735|||22.868|18.851
 Oleiros|19.351|16.965|34.563|37|1|35.035|26.779
 Pontes de García Rodríguez, As|7.131|5.645|10.634|114|2|29.440|23.591
 Coruña, A|149.983|131.556|244.810|219|3|26.668|21.554
 Santiago de Compostela|55.632|49.289|95.800|242|5|26.386|21.275
 Bergondo|3.751|3.180|6.702|255|6|26.219|21.197
 Cabanas|1.842|1.471|3.294|306|7|25.707|21.011
 Teo|10.358|8.898|18.254|327|8|25.469|20.515
 Ferrol|40.351|32.566|70.389|413|12|24.670|20.464
 Sada|8.457|7.218|15.156|462|13|24.346|19.929
 Miño|3.281|2.749|5.838|490|14|24.160|19.704
 Ames|16.588|14.492|29.975|491|15|24.145|19.663
 Culleredo|17.161|14.788|29.434|499|16|24.086|19.709
 Ares|3.325|2.604|5.741|578|17|23.640|19.674
 Fene|8.225|6.403|13.498|687|22|22.892|19.185
 Cambre|13.811|11.800|24.029|714|23|22.746|18.751
 Brión|3.710|3.225|7.519|722|24|22.686|18.605
 Pontedeume|4.536|3.633|8.117|740|25|22.576|18.725
 Mugardos|3.108|2.394|5.417|867|29|21.779|18.370
 Narón|23.051|18.685|39.574|893|31|21.667|18.242
 Capela, A|826|696|1.356|947|33|21.313|17.665
 Betanzos|7.689|6.475|13.352|957|34|21.292|17.762
 Valdoviño|3.923|3.144|6.796|975|35|21.214|17.914
 Ribeira|13.808|11.134|27.565|995|36|21.140|17.598
 Neda|3.125|2.470|5.327|1.019|38|20.967|17.842
 Corcubión|969|790|1.672|1.081|41|20.596|17.204
 Arteixo|16.763|14.466|30.857|1.176|46|20.142|16.834
 Oroso|4.064|3.454|7.400|1.182|48|20.121|16.955
 Pobra do Caramiñal, A|4.974|4.145|9.672|1.215|53|19.940|16.699
 Cee|4.216|3.401|7.760|1.286|58|19.610|16.579
 Carral|3.463|2.947|6.118|1.290|59|19.593|16.514
 Somozas, As|700|594|1.211|1.311|61|19.508|16.532
 Paderne|1.406|1.177|2.502|1.351|63|19.307|16.448
 Abegondo|2.865|2.440|5.585|1.379|64|19.186|16.104
 Vilarmaior|622|508|1.236|1.430|66|18.927|16.017
 Noia|8.108|6.715|14.571|1.433|67|18.903|16.112
 Coirós|892|760|1.747|1.452|69|18.819|16.152
 Cerceda|2.837|2.445|5.156|1.462|72|18.777|15.932
 Vedra|2.452|2.060|5.073|1.484|74|18.697|15.767
 Padrón|4.467|3.682|8.693|1.523|78|18.507|15.824
 Cedeira|4.093|3.353|7.147|1.595|83|18.187|15.644
 Boqueixón|2.092|1.756|4.342|1.612|85|18.117|15.480
 San Sadurniño|1.660|1.364|3.019|1.633|87|18.055|15.596
 Ordes|7.095|6.012|12.844|1.642|88|18.014|15.367
 Carballo|16.742|14.048|31.288|1.660|92|17.911|15.216
 Oza|2.673|2.244|5.275|1.704|98|17.760|15.313
 Laracha, A|6.037|5.092|11.443|1.752|102|17.515|14.976
 Muros|4.482|3.571|9.117|1.818|109|17.264|14.952
 Curtis|2.154|1.793|4.048|1.837|112|17.169|14.818
 Porto do Son|4.503|3.687|9.571|1.855|113|17.085|14.742
 Rois|2.555|2.026|4.767|1.858|114|17.069|14.768
 Boiro|9.567|8.353|19.060|1.866|115|17.039|14.662
 Dumbría|1.582|1.279|3.137|1.921|120|16.832|14.521
 Melide|3.911|3.179|7.578|1.924|122|16.827|14.519
 Arzúa|3.352|2.761|6.261|1.945|124|16.751|14.546
 Pino, O|2.480|2.032|4.680|1.979|132|16.640|14.489
 Ortigueira|3.743|3.188|5.997|1.986|134|16.618|14.469
 Negreira|3.726|3.137|7.009|1.990|135|16.605|14.414
 Dodro|1.487|1.175|2.913|2.028|145|16.485|14.437
 Ponteceso|3.118|2.509|5.893|2.069|152|16.336|14.243
 Cariño|2.338|1.894|4.241|2.101|157|16.242|14.268
 Rianxo|5.749|4.850|11.479|2.156|163|16.033|13.936
 Carnota|2.077|1.721|4.376|2.162|164|16.006|14.033
 Irixoa|732|615|1.421|2.173|167|15.943|13.880
 Trazo|1.680|1.401|3.301|2.176|168|15.931|13.907
 Val do Dubra|2.096|1.767|4.120|2.194|172|15.845|14.020
 Moeche|672|559|1.303|2.209|175|15.788|13.829
 Fisterra|2.193|1.694|4.824|2.223|178|15.749|13.772
 Mañón|826|707|1.455|2.249|181|15.615|13.919
 Mesía|1.393|1.188|2.795|2.265|183|15.533|13.597
 Santa Comba|5.440|4.590|9.719|2.269|184|15.526|13.700
 Cerdido|643|530|1.249|2.287|189|15.442|13.617
 Touro|1.777|1.479|3.853|2.291|190|15.427|13.525
 Outes|3.596|3.014|6.804|2.296|191|15.420|13.492
 Malpica de Bergantiños|2.977|2.397|5.768|2.297|192|15.418|13.408
 Laxe|1.767|1.408|3.207|2.298|193|15.412|13.607
 Vimianzo|3.953|3.241|7.710|2.332|199|15.271|13.429
 Cabana de Bergantiños|2.403|1.958|4.623|2.338|200|15.250|13.386
 Lousame|1.724|1.415|3.513|2.339|201|15.241|13.516
 Coristanco|3.364|2.776|6.706|2.366|205|15.150|13.273
 Frades|1.329|1.137|2.485|2.394|210|15.033|13.139
 Baña, A|1.774|1.487|3.754|2.420|217|14.954|13.388
 Tordoia|1.934|1.617|3.706|2.435|219|14.909|13.189
 Aranga|959|802|2.033|2.479|229|14.773|13.076
 Monfero|1.056|874|2.089|2.521|232|14.554|12.872
 Muxía|2.590|2.019|5.068|2.531|234|14.534|12.927
 Camariñas|2.766|2.182|5.774|2.547|238|14.473|12.884
 Mazaricos|2.365|1.995|4.289|2.548|239|14.470|12.897
 Vilasantar|654|558|1.316|2.558|241|14.449|12.931
 Zas|2.656|2.179|4.902|2.591|246|14.309|12.660
 Santiso|782|635|1.742|2.689|259|13.911|12.406
 Boimorto|956|799|2.115|2.748|265|13.664|12.258
 Sobrado|965|794|1.965|2.797|276|13.347|12.048
 Toques|557|424|1.248|2.948|287|11.934|10.895
 Lugo|189.384|162.769|342.748|||19.254|16.296
 Cervo|2.718|2.245|4.369|596|18|23.500|19.442
 Lugo|59.684|52.477|98.560|659|20|23.026|18.988
 Burela|5.679|4.746|9.660|669|21|22.975|19.004
 Foz|5.859|4.953|9.899|925|32|21.461|17.885
 Viveiro|9.223|7.720|15.932|1.004|37|21.046|17.579
 Ribadeo|5.775|4.957|10.010|1.125|43|20.381|17.182
 Xove|1.960|1.632|3.456|1.233|54|19.876|16.836
 Outeiro de Rei|2.508|2.136|5.083|1.266|56|19.739|16.645
 Monforte de Lemos|10.364|8.758|19.201|1.285|57|19.612|16.580
 Rábade|759|667|1.604|1.551|81|18.390|15.648
 Xermade|1.135|978|2.036|1.629|86|18.062|15.457
 Sarria|7.412|6.355|13.504|1.686|96|17.808|15.340
 Barreiros|1.766|1.539|2.994|1.708|99|17.731|15.213
 Vilalba|8.160|6.862|14.788|1.787|106|17.387|14.933
 Quiroga|1.817|1.551|3.501|1.922|121|16.828|14.720
 Corgo, O|1.827|1.542|3.695|1.947|125|16.743|14.192
 Ribas de Sil|490|417|1.011|1.959|126|16.708|14.623
 Meira|1.019|868|1.731|1.968|129|16.669|14.461
 Chantada|4.604|3.957|8.553|1.972|131|16.660|14.457
 Pontenova, A|1.416|1.231|2.534|1.995|137|16.581|14.474
 Monterroso|1.927|1.571|3.779|1.998|138|16.569|14.423
 Vicedo, O|1.129|946|1.882|1.999|139|16.568|14.544
 Valadouro, O|1.214|1.053|2.069|2.025|144|16.498|14.415
 Portomarín|782|668|1.624|2.032|146|16.454|14.441
 Bóveda|772|637|1.571|2.054|148|16.396|14.446
 Mondoñedo|2.303|1.970|3.991|2.093|156|16.262|14.145
 Lourenzá|1.393|1.222|2.338|2.127|160|16.140|14.178
 Begonte|1.501|1.281|3.179|2.187|170|15.871|13.814
 Guitiriz|2.944|2.482|5.564|2.197|173|15.840|13.854
 Castro de Rei|2.453|2.128|5.226|2.219|176|15.763|13.662
 Pantón|1.222|1.035|2.708|2.263|182|15.540|13.752
 Trabada|701|608|1.203|2.275|185|15.514|13.475
 Incio, O|830|720|1.797|2.302|194|15.391|13.612
 Taboada|1.453|1.243|3.101|2.358|204|15.169|13.370
 Alfoz|1.031|883|1.903|2.398|211|15.019|13.267
 Becerreá|1.527|1.296|3.012|2.414|215|14.969|13.119
 Pol|828|709|1.738|2.425|218|14.941|13.173
 Castroverde|1.344|1.140|2.823|2.439|220|14.905|13.102
 Cospeito|2.458|2.099|4.892|2.444|221|14.892|13.156
 Palas de Rei|1.682|1.431|3.601|2.459|223|14.854|13.188
 Pobra do Brollón, A|889|767|1.830|2.474|226|14.789|13.177
 Carballedo|1.159|992|2.401|2.476|227|14.783|13.132
 Riotorto|778|663|1.395|2.524|233|14.547|12.949
 Guntín|1.382|1.169|2.927|2.546|237|14.477|12.837
 Saviñao, O|2.027|1.726|4.113|2.552|240|14.457|12.865
 Pedrafita do Cebreiro|560|495|1.155|2.588|245|14.318|12.622
 Antas de Ulla|946|786|2.152|2.650|252|14.113|12.457
 Láncara|1.395|1.172|2.789|2.654|253|14.101|12.542
 Pastoriza, A|1.744|1.536|3.309|2.660|254|14.066|12.486
 Sober|1.133|979|2.453|2.680|257|13.953|12.631
 Friol|1.884|1.573|4.004|2.687|258|13.914|12.487
 Ourol|520|460|1.090|2.696|260|13.887|12.380
 Fonsagrada, A|1.961|1.705|3.960|2.704|261|13.861|12.297
 Baralla|1.365|1.151|2.774|2.733|263|13.723|12.152
 Abadín|1.368|1.167|2.646|2.760|270|13.567|12.206
 Baleira|640|556|1.392|2.774|272|13.498|12.013
 Folgoso do Courel|517|454|1.106|2.801|277|13.330|11.950
 Páramo, O|707|599|1.484|2.806|278|13.286|12.034
 Samos|741|632|1.458|2.812|280|13.250|11.870
 Navia de Suarna|577|517|1.254|2.818|281|13.221|11.950
 Nogais, As|597|514|1.228|2.872|283|12.910|11.579
 Paradela|1.032|881|1.967|2.878|284|12.870|11.567
 Cervantes|689|588|1.528|2.959|288|11.177|10.302
 Agrupación municipios pequeños|1.104|974|2.211|-|-|12.587|11.440
 Ourense|168.186|144.935|322.293|||19.570|16.577
 Ourense|66.506|58.320|106.905|637|19|23.180|19.160
 Pereiro de Aguiar, O|2.747|2.370|6.350|747|26|22.531|18.529
 Barco de Valdeorras, O|8.687|7.332|13.899|1.021|39|20.961|17.601
 Carballeda de Valdeorras|696|584|1.697|1.183|49|20.107|17.136
 Allariz|3.118|2.678|6.060|1.204|50|19.994|16.915
 San Cibrao das Viñas|2.412|2.112|4.972|1.214|52|19.942|16.837
 Barbadás|5.323|4.582|10.371|1.305|60|19.520|16.569
 Rúa, A|2.673|2.252|4.634|1.481|73|18.714|16.050
 Pobra de Trives, A|1.226|1.057|2.280|1.516|77|18.521|15.691
 Verín|7.560|6.309|14.652|1.598|84|18.173|15.515
 Amoeiro|993|839|2.274|1.652|91|17.966|15.507
 Toén|1.003|864|2.511|1.681|94|17.816|15.286
 Coles|1.330|1.117|3.150|1.684|95|17.812|15.309
 Carballiño, O|7.562|6.469|14.123|1.694|97|17.785|15.221
 Ribadavia|2.903|2.441|5.187|1.780|104|17.412|15.058
 Celanova|2.958|2.541|5.615|1.789|107|17.372|15.112
 Cenlle|568|491|1.235|1.822|110|17.243|14.984
 Xinzo de Limia|5.687|4.765|10.200|1.885|117|16.956|14.638
 Nogueira de Ramuín|902|764|2.198|1.910|119|16.859|14.816
 Taboadela|676|561|1.561|1.964|127|16.687|14.600
 Merca, A|937|809|2.078|1.970|130|16.662|14.732
 Paderne de Allariz|666|590|1.515|2.009|141|16.534|14.723
 Rubiá|755|654|1.494|2.013|142|16.523|14.412
 Sandiás|575|478|1.297|2.018|143|16.513|14.326
 Gudiña, A|736|622|1.461|2.059|149|16.366|14.309
 Vilamartín de Valdeorras|954|800|1.793|2.082|155|16.298|14.328
 Vilamarín|665|582|2.056|2.103|158|16.239|14.151
 Maceda|1.561|1.356|2.978|2.137|161|16.095|14.031
 Arnoia, A|460|404|1.040|2.165|165|15.989|14.019
 Esgos|501|437|1.216|2.225|179|15.748|13.817
 Baños de Molgas|721|614|1.675|2.239|180|15.671|13.955
 Cortegada|472|391|1.191|2.281|186|15.464|13.762
 Maside|1.286|1.099|2.906|2.310|195|15.357|13.560
 Castro Caldelas|653|561|1.376|2.315|196|15.353|13.434
 Peroxa, A|674|583|1.999|2.321|197|15.338|13.660
 Viana do Bolo|1.735|1.484|3.113|2.327|198|15.296|13.494
 Lobios|820|676|2.025|2.343|202|15.226|13.634
 Oímbra|663|515|2.020|2.349|203|15.207|13.475
 Castrelo de Miño|715|595|1.620|2.369|206|15.139|13.558
 Xunqueira de Ambía|669|556|1.546|2.380|207|15.090|13.399
 Beariz|252|218|1.112|2.383|208|15.081|13.603
 Cartelle|1.132|970|2.944|2.408|213|14.994|13.385
 Laza|683|573|1.449|2.410|214|14.980|13.442
 Vilar de Barrio|660|547|1.500|2.418|216|14.956|13.366
 Leiro|693|581|1.675|2.453|222|14.866|13.133
 Bande|802|696|1.829|2.469|224|14.812|13.104
 Muíños|544|480|1.622|2.478|228|14.777|13.231
 Irixo, O|626|562|1.637|2.508|230|14.637|13.200
 Bola, A|465|396|1.350|2.516|231|14.595|13.087
 San Cristovo de Cea|963|832|2.418|2.542|235|14.506|12.946
 Ramirás|616|536|1.643|2.543|236|14.506|12.956
 Sarreaus|588|510|1.313|2.569|242|14.395|13.059
 Bolo, O|513|459|1.013|2.573|243|14.378|12.934
 Entrimo|603|526|1.323|2.584|244|14.333|12.878
 Rairiz de Veiga|617|519|1.456|2.614|247|14.250|12.698
 Monterrei|1.187|987|2.809|2.616|248|14.232|12.692
 Avión|440|368|2.053|2.617|249|14.224|12.866
 Melón|552|463|1.340|2.638|250|14.153|12.740
 Padrenda|742|612|1.951|2.640|251|14.152|12.639
 Carballeda de Avia|577|480|1.390|2.672|256|13.984|12.652
 Mezquita, A|503|447|1.155|2.710|262|13.829|12.291
 Piñor|564|485|1.237|2.743|264|13.686|12.265
 Castrelo do Val|443|373|1.109|2.750|266|13.644|12.298
 Trasmiras|599|497|1.456|2.755|268|13.595|12.275
 Verea|433|378|1.059|2.759|269|13.576|12.190
 Boborás|784|665|2.617|2.770|271|13.527|12.216
 Cualedro|721|586|1.808|2.781|273|13.467|12.140
 San Amaro|450|386|1.180|2.790|274|13.406|12.091
 Vilardevós|900|758|2.024|2.870|282|12.920|11.762
 Baltar|430|370|1.019|2.903|285|12.582|11.399
 Riós|778|685|1.684|2.904|286|12.582|11.499
 Agrupación municipios pequeños|6.578|5.736|15.845|-|-|14.479|12.912
 Pontevedra|488.462|411.262|950.919|||21.577|17.968
 Nigrán|9.063|7.531|17.715|224|4|26.625|21.408
 Vigo|160.510|138.031|294.997|385|9|24.938|20.389
 Baiona|6.275|5.181|12.233|399|10|24.802|20.175
 Pontevedra|45.230|38.939|82.946|407|11|24.734|20.233
 Gondomar|7.150|5.844|14.051|765|27|22.413|18.527
 Poio|8.416|7.119|16.794|799|28|22.206|18.440
 Marín|12.549|9.861|25.329|876|30|21.742|18.135
 Bueu|6.402|4.988|12.352|1.066|40|20.679|17.285
 Cangas|14.157|11.598|26.567|1.112|42|20.422|17.155
 Mos|7.462|6.215|15.324|1.142|44|20.298|17.133
 Vilagarcía de Arousa|19.138|16.055|37.712|1.175|45|20.144|16.987
 Porriño, O|9.642|8.136|18.508|1.177|47|20.141|16.970
 Redondela|15.278|12.993|29.909|1.205|51|19.988|16.850
 Tui|8.489|6.887|16.884|1.248|55|19.793|16.781
 Oia|1.612|1.325|3.042|1.321|62|19.445|16.450
 Tomiño|6.448|5.182|13.707|1.407|65|19.037|16.159
 Vilaboa|2.750|2.374|5.972|1.437|68|18.885|15.915
 Soutomaior|3.617|3.085|7.356|1.457|70|18.810|16.048
 Moaña|10.121|8.532|19.365|1.459|71|18.803|16.009
 Guarda, A|5.409|4.304|10.314|1.495|75|18.610|15.898
 Pontecesures|1.707|1.397|3.092|1.499|76|18.588|15.770
 Ponteareas|11.389|9.399|23.115|1.528|79|18.500|15.776
 Salceda de Caselas|4.378|3.669|8.890|1.538|80|18.466|15.770
 Sanxenxo|9.123|7.748|17.543|1.568|82|18.295|15.510
 Cotobade|1.668|1.346|4.327|1.643|89|18.012|15.366
 Salvaterra de Miño|4.568|3.690|9.626|1.648|90|17.994|15.462
 Ponte Caldelas|2.304|1.894|5.625|1.662|93|17.908|15.322
 Barro|1.737|1.391|3.705|1.720|100|17.697|15.144
 Lalín|9.912|8.331|20.158|1.739|101|17.590|15.053
 Estrada, A|11.007|9.201|21.197|1.775|103|17.431|14.958
 Rosal, O|3.378|2.713|6.455|1.783|105|17.401|14.904
 Caldas de Reis|4.883|3.942|9.895|1.814|108|17.282|14.961
 Mondariz|1.854|1.529|4.742|1.828|111|17.199|14.873
 Portas|1.369|1.092|3.025|1.881|116|16.963|14.662
 Silleda|4.493|3.788|8.966|1.908|118|16.871|14.542
 Catoira|1.652|1.347|3.402|1.925|123|16.824|14.551
 Meis|2.239|1.828|5.033|1.967|128|16.673|14.384
 Ribadumia|2.430|2.091|5.103|1.985|133|16.619|14.346
 Neves, As|1.594|1.251|4.121|1.991|136|16.598|14.536
 Valga|2.724|2.179|6.050|2.006|140|16.540|14.361
 Cambados|7.236|6.270|13.399|2.039|147|16.438|14.190
 Crecente|638|519|2.261|2.060|150|16.366|14.337
 Covelo|861|712|2.719|2.067|151|16.340|14.285
 Pazos de Borbén|1.160|977|3.075|2.073|153|16.334|14.148
 Grove, O|5.732|4.988|10.851|2.077|154|16.316|14.080
 Cerdedo|566|475|1.860|2.124|159|16.153|14.246
 Cañiza, A|2.192|1.773|5.342|2.140|162|16.091|14.073
 Moraña|2.160|1.759|4.362|2.168|166|15.970|13.933
 Fornelos de Montes|659|551|1.784|2.182|169|15.896|14.107
 Vilanova de Arousa|4.915|4.125|10.459|2.193|171|15.854|13.805
 Cuntis|2.432|2.018|4.931|2.208|174|15.789|13.872
 Arbo|1.197|957|2.904|2.220|177|15.756|13.923
 Forcarei|1.697|1.474|3.696|2.284|187|15.450|13.706
 Campo Lameiro|812|641|1.962|2.286|188|15.442|13.596
 Vila de Cruces|2.583|2.139|5.676|2.387|209|15.070|13.176
 Lama, A|693|565|2.763|2.403|212|15.006|13.402
 Meaño|2.703|2.254|5.428|2.473|225|14.792|13.063
 Agolada|1.161|926|2.651|2.671|255|13.986|12.454
 Rodeiro|1.468|1.234|2.752|2.752|267|13.624|12.220
 Dozón|507|419|1.209|2.794|275|13.382|12.103
 Illa de Arousa, A|2.653|2.216|5.006|2.807|279|13.286|11.913
